missing_hit,invalid_lift,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
10014,33863,14,6,0,0.3,0,0.0,43897,0.0004556120008201016
