mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14745,18113,1290,1879,9749,0,0.4487491630653113,0.05718546472700712,43897,0.7485249561473449
