invalid_lift,mismatches,matches,missing_hit,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
707,18,47,29,0,0.27692307692307694,0,0.0,801,0.08114856429463171
