invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
30126,13004,408,360,31,0,0.46875,0.040364583333333336,43898,0.017495102282564127
