matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8228,14285,5964,900,18778,0,0.4202367531003382,0.06341600901916573,47255,0.30032800761824147
