missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23382,65569,20103,3221,4920,0,0.2346507610421141,0.05742833131011299,112275,0.7630549988866622
