missing_hit,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
42250,60601,16869,8758,1615,0,0.3417489366683576,0.06301947165099309,128478,0.19946605644546148
