mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14342,19695,1544,1950,11675,0,0.42136498516320475,0.05729059552839557,47256,0.7202683257152531
