mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14408,1831,17609,1350,10531,0,0.45001093169253836,0.057188368679139207,43898,0.7293498564854891
