missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
47079,10589,13397,41210,2772,0,0.24533484718076437,0.050762722727855404,112275,0.48636829213983523
