mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16123,21275,2088,8132,1726,0,0.4311193111931119,0.05583186266645275,47256,0.7913915693245303
