matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3178,1312,244,707,134,0,0.29220489977728287,0.029844097995545656,5441,0.8252159529498254
