matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
67702,20294,18940,5339,4022,0,0.23062411927814902,0.04570662302831947,112275,0.7837541750167001
