matches,missing_hit,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8704,23591,6614,8347,843,0,0.43177960569264917,0.055033294163728944,47256,0.32414931437277805
