missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32703,18484,58738,4238,2350,0,0.23936183989018672,0.054880733469736605,112275,0.6877933645067914
