missing_hit,invalid_lift,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
30402,19401,27110,4584,51565,0,0.3445821417222752,0.058265014299332694,128478,0.6123616494652782
