mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
23208,75108,5205,11124,2835,0,0.23605516904674723,0.052941535457097524,112275,0.8756713426853707
