mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55934,144645,11003,31600,5707,0,0.27886269250519746,0.05485619132611091,237886,0.8431727802392742
