missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
586,702,36,348,3805,0,0.3314285714285714,0.03428571428571429,5441,0.19297923175886786
