mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
18553,58318,31797,3607,4213,0,0.2413523955718021,0.05480610373222672,112275,0.6846671120017813
