matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
145901,12236,55031,9077,24717,0,0.27387872514084366,0.04517448689108753,237885,0.844660234987494
