mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
171,625,2,3,21,0,0.21482412060301506,0.026381909547738693,801,0.9937578027465668
