invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
71568,27515,3141,10051,646,0,0.23809884778653728,0.04896907216494845,112275,0.11749721665553328
