mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
50061,141553,31987,9400,14285,0,0.26125961568570144,0.049056958259834874,237886,0.8054866616782829
