invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
220941,16938,7,0,0,0.0,0,0.0,237886,2.942585944528051e-05
