missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
90,708,3,1,0,0,0.0,0.3333333333333333,801,0.003745318352059925
