matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
524,103,164,26,9,0,0.23837209302325582,0.0377906976744186,800,0.86
