matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
69027,4976,21692,17945,3611,0,0.23911198315678084,0.05485069279864196,112275,0.8080071253618348
