invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
4901,179,220,141,8,0,0.39058171745152354,0.0221606648199446,5441,0.06634809777614409
