mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55689,154915,19034,10332,8248,0,0.2644251771096465,0.04905889726690851,237886,0.8853148146591224
