missing_hit,mismatches,mismatches_next_base,matches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10446,15044,1944,20028,1738,0,0.42894616788321166,0.05542883211678832,47256,0.7421703064161165
