matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
73227,23293,4818,6511,9244,0,0.24132822213012847,0.04991711562370493,112275,0.8596749053662881
