mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12140,13653,15460,1583,2644,0,0.4398550724637681,0.057355072463768114,43897,0.6287445611317403
