mismatches,matches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10039,12891,1256,12012,8956,0,0.4378107283035325,0.054775403401657215,43898,0.5223472595562441
