matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3396,145,1642,366,37,0,0.3259229853116316,0.028781262405716553,5441,0.9259327329535012
