mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15521,20143,1395,2089,10196,0,0.4352007626738448,0.058574472857783756,47255,0.754713786900857
