mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8985,2112,30820,9707,62763,0,0.22572541138047983,0.05305866097223967,112275,0.35453128479180585
