missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
15870,22293,3934,5159,557,0,0.4326404926866821,0.0612559111404377,47256,0.1924200101574403
