matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
41744,4102,22832,19901,44001,0,0.35356788899900893,0.06352205153617443,128478,0.5026230171702548
