missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
21335,56216,154820,10954,5515,0,0.2663810913777744,0.05190583597111393,237886,0.8871308105563169
