matches,missing_hit,invalid_lift,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
74577,10072,3187,24439,4994,0,0.24681869596832834,0.05043629312434354,112275,0.8819060342908038
