mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
382,35077,781,69,92238,0,0.3284608770421324,0.05932932072226999,128478,0.009052133439188032
