matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
2155,1739,23872,218,16132,0,0.4465844889573703,0.055983564458140726,43898,0.08870563579206342
