mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
59839,1771,128652,891,29,0,0.31746343326737086,0.009395674064013666,189411,0.995142837533195
