matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
686,98364,232,59,12993,0,0.25272331154684097,0.06427015250544663,112275,0.008176352705410821
