invalid_lift,mismatches,matches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3262,22304,78127,5068,8582,0,0.22208282303272894,0.05046250659656879,112275,0.8945090180360722
