matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3241,1406,141,674,120,0,0.30256079190875834,0.030342156229825695,5441,0.8540709428413894
