matches,mismatches_next_base,mismatches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
134708,8802,52411,39056,11710,0,0.28009448532751885,0.04703958443557309,237885,0.7865943628223722
