mismatches,mismatches_next_base,matches,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
22627,5359,73241,13965,2442,0,0.2360224475320232,0.05589977886260274,112275,0.8538677354709419
