mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
7956,18536,10240,1023,7166,0,0.43723895361617937,0.05622114750494614,43898,0.4145063556426261
