matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
78857,7186,22758,5216,3475,0,0.22396299758893864,0.05133100428086405,112276,0.9050464925718764
