mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
109,304,176,12,211,0,0.2639225181598063,0.029055690072639227,800,0.51625
