mismatches,matches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
128,465,202,6,17,0,0.21585160202360876,0.02866779089376054,801,0.7403245942571786
