mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
1455,3412,47,124,527,0,0.2989521265666735,0.025477707006369428,5441,0.8945046866384856
