missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13907,92744,4038,251,1586,0,0.28200568990042674,0.044630156472261734,112275,0.05009129369850813
