matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
580,24,192,18,5,0,0.24870466321243523,0.023316062176165803,801,0.9637952559300874
