matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
86310,31984,6917,63297,56295,0,0.2703771958002942,0.05847295720831149,237886,0.49727180246000185
