mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
14464,26277,50100,2573,37637,0,0.35502319530693893,0.06315505264966495,128478,0.31710487398620774
