missing_hit,invalid_lift,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
31949,96028,336,47,165,0,0.32934131736526945,0.09381237524950099,128478,0.0038995003035539157
