matches,mismatches_next_base,invalid_lift,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
76726,5014,3518,22150,9881,0,0.2240179618916623,0.05070998017719163,112275,0.8806590959697173
