invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
126635,66052,32698,2599,12501,0,0.2765769154184827,0.05750127215203876,237886,0.19000277443817626
