invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
204353,25003,6276,2254,382,0,0.2642438452520516,0.044783118405627195,237886,0.03585751158117754
