missing_hit,invalid_lift,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
21564,106908,5,1,0,0.16666666666666666,0,0.0,128478,4.6700602437771445e-05
