invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
187946,1428,31,6,2,0,0.16216216216216217,0.05405405405405406,189411,0.00019534240355628766
